unique_id,size,complexity,transformations,n_transformations,final_status,nmae_AutoARIMA,nrmse_AutoARIMA,smape_AutoARIMA,nmae_naive,nrmse_naive,smape_naive,nmae_seasonal_naive,nrmse_seasonal_naive,smape_seasonal_naive,%nmae_arima_vs_snaive,%nrmse_arima_vs_snaive,%smape_arima_vs_snaive,%nmae_arima_vs_naive,%nrmse_arima_vs_naive,%smape_arima_vs_naive,nmae_RF,nrmse_RF,smape_RF,nmae_LGBM,nrmse_LGBM,smape_LGBM,%nmae_rf_vs_snaive,%nrmse_rf_vs_snaive,%smape_rf_vs_snaive,%nmae_rf_vs_naive,%nrmse_rf_vs_naive,%smape_rf_vs_naive,%nmae_lgbm_vs_snaive,%nrmse_lgbm_vs_snaive,%smape_lgbm_vs_snaive,%nmae_lgbm_vs_naive,%nrmse_lgbm_vs_naive,%smape_lgbm_vs_naive
M12039,144,1054.283,"['difference', 'detrend']",2,max_diff_reached,0.0276031292485334,0.0321756844503798,0.0138186106441147,0.048480140294742,0.0579985346509143,0.0245642014410768,0.0596368027566686,0.0664377175424423,0.0305309205877208,53.71460579273442,51.57015376118973,54.73896502920239,43.06301697825902,44.52328038278695,43.74492214916065,0.015459380498535295,0.01729937453599967,0.007762021256505917,0.01682457046136151,0.01886210421415063,0.008433089824957263,74.07744918584417,73.96151587394866,74.57652403829671,68.1119311855375,70.1727386043072,68.40108450044667,71.78827555526493,71.60934343943862,72.37852753005765,65.29595343768787,67.47830901646186,65.66918796368742
M12044,300,880.284,['difference'],1,stationary,0.0784201734927257,0.0882046749998112,0.0381658832476019,0.0817625458996328,0.0922680807358405,0.0397098289051829,0.0636474908200734,0.0717830343204155,0.0312625823429883,-23.2101571991479,-22.876771419406623,-22.08167204127932,4.087901581501615,4.403912711333601,3.888069276922738,0.09325081728460105,0.10649177046677977,0.044954648307647824,0.10523466935391171,0.11814251062346637,0.050378105833985234,-46.51138023369059,-48.35228334237873,-43.796976892187004,-14.050775032214158,-15.415612438781586,-13.207862000584871,-65.33985550412676,-64.58277605836172,-61.14505603304469,-28.707671949320158,-28.042666197537187,-26.865582710707457
M12238,324,860.913,['difference'],1,stationary,0.0069495087259946,0.0091920600629652,0.0034558310746163,0.0145732987526244,0.0175124325577052,0.0072811584587895,0.0389279980239594,0.041460644237559,0.019832358346975,82.14778802208806,77.82943262941822,82.57478503486492,52.31341342849284,47.511232190750654,52.53734561367036,0.006825552673829802,0.008688528690600238,0.0034264836178675108,0.006326294527019268,0.008233925587963754,0.003173260352922301,82.466211928934,79.04391296763946,82.72276267945638,53.16398305084744,50.38651162840642,52.94040588100087,83.74872881177821,80.14038194682782,83.99958140426445,56.58982475824143,52.98239944204123,56.41819401565588
M12424,324,1372.662,['difference'],1,stationary,0.0201009469710124,0.0230862276276189,0.009974047035185,0.011901541790641,0.0148134727591523,0.0059514946807565,0.0106843386529618,0.0139904838919935,0.0053498195460065,-88.13468595400798,-65.01378941460901,-86.4370741744054,-68.89363852689353,-55.84615439587222,-67.58894311768285,0.03194284765371578,0.03443990140563851,0.015693744119203937,0.033656101846559434,0.03611915003506742,0.016514864750642275,-198.96888044503268,-146.1666206223778,-193.35090621736776,-168.39251767224508,-132.49039550405422,-163.69416358461893,-215.00407221957198,-158.16941225126428,-208.69947310597024,-182.78774665166105,-143.82635066278905,-177.49104446049938
M12441,324,525.229,['difference'],1,stationary,0.0110521545071537,0.0155158580560617,0.0054981841992904,0.0158585282373074,0.0198824763954612,0.0079155068385632,0.0153641376687583,0.0184219353263565,0.0077628702719864,28.06524684019577,15.775092132350638,29.17330823971797,30.30781708258776,21.96214522048304,30.53907587440796,0.007263585678538203,0.009376415168389595,0.0036063189676288116,0.007492470466169048,0.009822511685346447,0.003728444081891628,52.723765985850925,49.101899435209525,53.54400059160065,54.19760541554845,52.840808247960226,54.439822475304446,51.2340319534863,46.68034866405566,51.97080524008839,52.75431393095539,50.597141472836135,52.89696341708417
M12625,120,734.847,['difference'],1,stationary,0.0167099115657992,0.0210059222592396,0.008377234615421,0.012040557667934,0.0149393855945833,0.0060150025122084,0.0226552598225602,0.0265054058813663,0.0114167946876547,26.242684053619143,20.74853577697088,26.62358530035104,-38.78021289911137,-40.60767175629953,-39.27233776574613,0.01764424961931598,0.021473588406038663,0.008862551675360502,0.029011821635924435,0.03321201355702366,0.014708110809788852,22.1185289530612,18.98411779789073,22.372680618108802,-46.54013631200439,-43.738095988529295,-47.34078094518747,-28.057774941227304,-25.30279183678606,-28.828723053880832,-140.9508133762585,-122.31177679131346,-144.52376835980388
M12783,324,1334.991,['difference'],1,stationary,0.0277913132278206,0.0355265347752095,0.0136083681912889,0.0664984681924671,0.0898598177921665,0.0333696171661692,0.0423499729681023,0.0468268624693439,0.0213221341553207,34.37702251013759,24.132147870322022,36.177269629019925,58.20758886146975,60.46449275317076,59.21928584459341,0.03879377318304303,0.043691012164306715,0.01941051992572242,0.036420951552494626,0.04237624612551872,0.0182611532188839,8.397171322252731,6.696691043714768,8.96539818984892,41.662155178128515,51.37869935886352,41.831757226746966,14.000059504343415,9.504408600381591,14.355884425729343,45.23039019924317,52.84182945537549,45.27610811970169
M12827,324,339.839,['difference'],1,stationary,0.0054180805768932,0.0066398816040605,0.0026994138210244,0.0186276542186158,0.0226806042156256,0.0093591776901947,0.0366333994728581,0.0380701686164082,0.0186454515210366,85.20999783023807,82.55883321410155,85.52240036676595,70.91377951670039,70.7244060125786,71.15757483851904,0.00427778559513806,0.00561517587913344,0.0021182630703756866,0.003049875110732478,0.0038563691131776197,0.0015257047299383367,88.32271736531715,85.25045702919923,88.63925033949556,77.03529631303229,75.24238849305031,77.36699589970473,91.6746052656343,89.8703650303363,91.81728193486238,83.62716488647001,82.9970618220091,83.69830362835438
M13012,144,435.546,"['difference', 'difference']",2,stationary,0.0214592266947825,0.024287981980619,0.010570954195041,0.0168251645940014,0.0198425105925659,0.0084483443274286,0.0640087783467447,0.0673831036628121,0.0331022352752724,66.4745566951226,63.95538249149659,68.06573904410142,-27.54244735551187,-22.40377480115108,-25.12456625046604,0.023507882357757862,0.02937711569138979,0.01147957205566228,0.01138451455014925,0.015321924105497193,0.005717276091474229,63.273971219365734,56.402845677168386,65.3208553434529,-39.718587752413555,-48.05140485799252,-35.87954764571354,82.21413555422397,77.26147465369249,82.72842892955609,32.33638526063443,22.782331227593588,32.32666816251344
M13110,96,2473.455,['difference'],1,stationary,0.0311399110085354,0.0364195870998838,0.0155750667528253,0.0290492143847773,0.0328489879960098,0.0145179908537347,0.0410985486236752,0.058902663582362,0.0209211164234417,24.231117517865293,38.16988080860002,25.55336704988801,-7.197084905861171,-10.869738526823811,-7.28114454500139,0.20689742459546087,0.24181170884139636,0.1187728286344229,0.10371316040737105,0.1225856222371263,0.055012317890237375,-403.4178371843421,-310.52763005068107,-467.7174498266273,-612.2307056396045,-636.1313805794244,-718.107889934846,-152.3523673719858,-108.1155838830924,-162.95115794392862,-257.0256979538834,-273.17929627548006,-278.92514497683163
M13194,192,914.002,['difference'],1,stationary,0.0714282118552842,0.0748640888252323,0.0369376992003322,0.0653697611214418,0.0684528782978024,0.0336827448769234,0.0552138463739093,0.064345583113351,0.0284898182549405,-29.366484217692296,-16.346896248266027,-29.65228092996595,-9.26797135236155,-9.365874287328229,-9.663566123551778,0.061183088417334,0.06964718111352317,0.031651339533412974,0.04915061735103576,0.05769361600344561,0.025270344580433205,-10.811132415953898,-8.239257061099115,-11.097021575152471,6.404601504248943,-1.7447079588457637,6.030997031070878,10.981355984173309,10.337876802184384,11.300435986280805,24.81138601726668,15.717764631530779,24.97540009648581
M13230,120,2392.047,"['difference', 'difference']",2,stationary,0.023916740226575,0.031274938744398,0.0119842945488665,0.0357640959924705,0.0423652750712918,0.0180693379363119,0.0574440591044016,0.0600193059930765,0.0295627670188016,58.36516325716538,47.89186874635674,59.46152624602218,33.12639516567037,26.17789288097641,33.67607274208411,0.028064998311659064,0.031309176969053526,0.01417481276653722,0.03622225671424568,0.04077563234231985,0.018429693582066375,51.14377578949916,47.834823393883994,52.05180639037547,21.527449435412386,26.097076163516462,21.55322559964024,36.943424126046516,32.06247278663384,37.65910487896722,-1.2810633375764289,3.752230396939274,-1.9942935763590317
M13378,120,234.602,"['detrend', 'detrend']",2,max_diff_reached,0.0078925642760482,0.0091448777402771,0.0039434384573008,0.0316402609506057,0.0346166891033088,0.0160241488390076,0.0266076421248835,0.0298428696132154,0.0134553066685301,70.33722778213723,69.35657375178337,70.69231824701565,75.05531231752632,73.58245985632686,75.39065258991248,0.031737035218458366,0.0363036131152599,0.01609854985803096,0.02625563466532474,0.02978556253405269,0.01327329798935379,-19.277894183558082,-21.649203262890875,-19.644614980667814,-0.30585799530459284,-4.873152388770353,-0.4643055913350171,1.3229562315465853,0.19202938559679647,1.3526906792990472,17.018273944349,13.956061929661354,17.1669077546098
M13713,87,1208.048,['detrend'],1,stationary,0.0947581217289779,0.1020006400550824,0.0455725711974233,0.0947581217289779,0.1020006400550824,0.0455725711974233,0.0931014119869571,0.1045474365686223,0.0476644496896273,-1.7794679013600216,2.4360200470991518,4.388760398631382,0.0,0.0,0.0,0.23844941030095126,0.2744810808591394,0.1046273329010823,0.2336495100700223,0.2688393540300583,0.10281754375991256,-156.11793120211377,-162.54214342116074,-119.5081105150181,-151.64007680835155,-169.09741028185127,-129.58400228907425,-150.9623700473577,-157.1458113691759,-115.71117348342665,-146.57465324006114,-163.56634025519804,-125.61277772654162
M13737,88,2829.783,"['difference', 'detrend']",2,stationary,0.1383308578945217,0.1689017496070367,0.0709415429052792,0.1684472549049923,0.2029625103496507,0.0883710034360676,0.2183552621407257,0.2485326781886889,0.1196399002080559,36.64871799362905,32.040425895702725,40.70411060030092,17.878829208262786,16.781799103655317,19.7230537767944,0.048120836348003855,0.055001832498800904,0.024176312405660032,0.0721872632539155,0.07889104499427946,0.03488595848039941,77.96213570663073,77.86937601137389,79.79243349115387,71.43269780493307,72.9004965478367,72.64225654838185,66.94045174537987,68.25727483032053,70.84086628312785,57.14547957778796,61.13023786591373,60.52329709525386
M13739,88,898.748,['difference'],1,stationary,0.0289397448234416,0.034198643565286,0.0144793058458831,0.0546615016809535,0.0661402854253549,0.0277434867832568,0.0730426555034314,0.0897614689245524,0.0378385649466919,60.37966497250068,61.90053040015299,61.733998458234176,47.05644021205963,48.29377686329739,47.810071751250064,0.06120096237381596,0.06996187464735078,0.02934988021718502,0.06672055655397793,0.07591215009713301,0.0318592351271744,16.212024395880764,22.058010541075106,22.43394997000016,-11.963558430999157,-5.77800533732029,-5.790164179715421,8.655352007508094,15.429024272163176,15.802210860642715,-22.061331105410044,-14.77445192280961,-14.835007495890734
M13763,88,29844.153,['detrend'],1,stationary,0.473616129122428,0.4985829514664431,0.2079410243738192,0.4839792145172588,0.5079868008102103,0.2115508105802581,0.3799920724125386,0.4555381062380416,0.1949641088353752,-24.638423669072363,-9.449230402232994,-6.656053576200259,2.141225301414502,1.851199544706396,1.706344776717102,0.996933885448294,1.0998408443894212,0.33458619116204874,1.4104604335557773,1.537149367370259,0.40903851045165385,-162.35649578656793,-141.43772591764235,-71.61424898188227,-105.98692165792238,-116.50972872429699,-58.15878475923566,-271.18154192030363,-237.43595679941228,-109.80195426484363,-191.42996047105655,-202.59632040017425,-93.35237209902957
M14066,109,6328.211,['difference'],1,stationary,0.240926506317371,0.2710955168563843,0.1419190686470413,0.0721885674774765,0.0872933156819234,0.035621331553251,0.2611688459117225,0.3357446685726949,0.1106339118687928,7.750671610040966,19.25545146886313,-28.278089647007494,-233.74606913004908,-210.55701658096427,-298.41034138458224,0.32290894278272503,0.3688241390823352,0.20576893083586043,0.3855148924894873,0.44886852413968276,0.26818139549538145,-23.63991641325828,-9.852567622374012,-85.9908299002333,-347.3131329049792,-322.5113185369712,-477.6564824036759,-47.61136273496988,-33.69341828952809,-142.40433241973165,-434.03870718139893,-414.20721120876607,-652.8674078184641
M14125,310,7842.554,['difference'],1,stationary,0.0604181031464939,0.0759583316051237,0.0300786587189852,0.0729868755514532,0.0970821662158041,0.0366625689551467,0.1524200681941079,0.1737667182863215,0.0818002516756997,60.36079509585897,56.28718067865877,63.22913670457485,17.22059248323182,21.758717830547976,17.958125750042928,0.07059076729618821,0.09083206858774047,0.034193392380297956,0.0840200680022719,0.10346758925522342,0.040179722893531306,53.686697471955966,47.72758012378798,58.198915431386446,3.2829303037856596,6.437946197214299,6.7348705920459455,44.875980572799754,40.456037683386384,50.88068548636575,-15.116680043442447,-6.57733885462049,-9.593310121523466
M14259,290,1702.35,['difference'],1,stationary,0.0254870855075151,0.0292377731649841,0.0127456699668223,0.0289299463604001,0.0339735681406425,0.0145898268274781,0.035977191089061,0.0437913909471979,0.0183018081535586,29.15765590364693,33.23397011929129,30.358411257064493,11.90068177104422,13.939645538711998,12.640018846437462,0.05002787727889661,0.05585997043688954,0.024605428007543326,0.053618896042505394,0.06038505063068828,0.0262478202343447,-39.054427998709926,-27.559251324634786,-34.44260698776395,-72.92765308191443,-64.42185349988124,-68.64784139316926,-49.03580412871204,-37.89251568532825,-43.4165412188581,-85.34046131485412,-77.74126750745909,-79.90494708895544
M14370,306,10989.61,['difference'],1,stationary,0.2101012694819244,0.2751956440406897,0.1140211728450326,0.2268023343491337,0.3091531766403169,0.1207001618900909,0.2467626697624393,0.2852665346024969,0.1350278796114657,14.856947493642023,3.530344201026066,15.557310702707216,7.363709423510661,10.984047768376971,5.533537768690175,0.24001778844112875,0.29802221328658324,0.12613632159374155,0.36374254179049814,0.4255806687852403,0.1757445085683301,2.733347522866364,-4.471494948350905,6.584979371155833,-5.826859820433565,3.60046869797619,-4.503854525564591,-47.40582201541119,-49.187029378774966,-30.154238572081525,-60.378658726925714,-37.660131268966566,-45.60420285795669
M14563,417,16338.335,['difference'],1,stationary,0.1551301357348706,0.1735180158665911,0.0828258834400565,0.2007517913778926,0.2283120325731909,0.1083934782836882,0.2156114178315517,0.2366308012404417,0.124458970340134,28.0510571772839,26.67141599614558,33.45125448675852,22.72540400755097,23.99961845595426,23.58776122740153,0.06440620449266467,0.07946610564682927,0.03203351799837642,0.06290725909371198,0.0777556510401543,0.0315125137207807,70.12857429332311,66.41768306143571,74.26178449746772,67.91749450871536,65.19407901931122,70.44700612472454,70.8237811678142,67.14051990165625,74.68039978584096,68.66416052283381,65.94325311556769,70.92766629528585
M14564,417,4558.087,['difference'],1,stationary,0.0562142671398211,0.0705016891436225,0.0276957435742772,0.1056419981897332,0.1477505483535567,0.0531078637298365,0.1171932244299814,0.1310012413693691,0.062977908550346,52.03283516325887,46.18242666507486,56.02308140776599,46.78795545038795,52.28329780887386,47.85001386015557,0.019712124520974223,0.024865099380236216,0.009847098103370441,0.014540909661488783,0.020541054119707997,0.007228743434415741,83.17980871603078,81.01918797080178,84.36420273388653,81.34063643365472,83.17089198157439,81.45830501964204,87.59236318292749,84.3199546012005,88.52177914317856,86.23567339631981,86.09747689696914,86.38856296086607
M14884,100,9259.748,"['difference', 'difference']",2,max_diff_reached,0.0537410928624108,0.0748713912934082,0.0263811181597541,0.0581146642703021,0.0754627764330807,0.0285992889960651,0.0789415199730737,0.1029560728465137,0.038455805385317,31.92290586659413,27.278314699293105,31.398867101020816,7.525762151096647,0.7836779504089854,7.756034902183075,0.09699593628137156,0.12420685345803789,0.05003336238802507,0.08930322706976374,0.11335288226088124,0.045208565769187053,-22.870621587291527,-20.64062859429839,-30.106135827098157,-66.90440786205947,-64.5935378062623,-74.94617574202292,-13.1258013529817,-10.098296416052149,-17.55979446070412,-53.667285514027654,-50.21032569799618,-58.07583809306301
M14935,193,938.216,['difference'],1,stationary,0.0452630463739086,0.0517649722309728,0.0226738387862643,0.1382183245642666,0.1576332238700426,0.0662987047229974,0.0171777754643732,0.023713885596354,0.0083982892157811,-163.4977181287778,-118.289710560683,-169.9816379704836,67.25249961132114,67.16112824435454,65.80047999278727,0.024300499137568526,0.02865954270283207,0.012355554335272344,0.022560449273718523,0.025907087767008632,0.01148484477623706,-41.46476176713274,-20.855532453266374,-47.119895705130126,82.4187572710233,81.81884376959782,81.36380735205148,-31.33510401570343,-9.248598934760127,-36.75219418088223,83.67767128936025,83.56495722731194,82.6771204290915
M14977,193,5746.453,"['difference', 'detrend']",2,stationary,0.0934135543946935,0.1110886166147884,0.0471104955196166,0.1548545708535085,0.1714691122355045,0.0804121108044423,0.2373727179300097,0.2672477652801082,0.1304161292658003,60.64688679925007,58.43234965936796,63.876787491828566,39.67659212135094,35.21362817682664,41.41368128715507,0.08386065783342973,0.09886789036317431,0.04286545637322854,0.08722953078136136,0.10455914525630916,0.04495788905670488,64.67131582570649,63.00515730803259,67.13178299758864,45.845539223532896,42.34069968975867,46.692785521480836,63.25208240355518,60.875577332997175,65.52735515936338,43.670031629947836,39.02158593280507,44.090649272918704
M15009,193,1962.347,['difference'],1,stationary,0.0410352008987749,0.0508893530050435,0.021059703952423,0.0474905771737518,0.0586289499158354,0.0236139162017965,0.1257124231071497,0.1451945790492734,0.0583459788858625,67.35787928946452,64.95092768733903,63.905474970913744,13.59296234989708,13.200981634333331,10.816555066707656,0.09089423670932112,0.11461547835452338,0.04909558596670288,0.12801390049281386,0.15986961212417816,0.07180420534242335,27.696694994218397,21.060772995094172,15.854379506178843,-91.39425569996793,-95.49297491948816,-107.90954599461054,-1.8307477723999661,-10.107149434225514,-23.06624503273496,-169.5564217391057,-172.68032661966225,-204.07580313578242
M15172,398,11734.081,['detrend'],1,stationary,0.2239446163482403,0.2479098614195225,0.1067595491439149,0.1519073056955834,0.1999796022085667,0.0739141064371802,0.6644345797908359,0.747715900233477,0.2458457378602422,66.29546035687393,66.84437747784796,56.57457799630215,-47.42188686896792,-23.96757403335934,-44.43731283506773,0.37648134522022675,0.46064884432215875,0.1563973607939312,0.9894215621287941,1.0945396002391294,0.3172554158929857,43.33808674757067,38.39253061512809,36.38394460072372,-147.8362337455194,-130.34791510472638,-111.59338634074369,-48.911810466015204,-46.38442219797058,-29.046538961492324,-551.3324409239133,-447.3256212889105,-329.2217428923692
M15297,193,6424.021,['difference'],1,stationary,0.065630316512118,0.0768208963622462,0.0320781961366493,0.1695961154897621,0.1857346571433509,0.0794694545334812,0.0733994615892063,0.0867014927128038,0.0348784821783784,10.584743959798752,11.396108695944577,8.028692382333746,61.30199307773656,58.6394388942956,59.63455855465259,0.051686059534667796,0.060933725835119586,0.02598165201812678,0.06123165281961737,0.0831421698226365,0.03228519505378001,29.58250862392095,29.720096011540647,25.508077200007502,69.52403102782864,67.19313090389446,67.30611507194821,16.57751774486892,4.105261373016317,7.435206358280114,63.89560418716448,55.23604958741385,59.37408247822064
M15423,193,20541.567,['difference'],1,stationary,0.1673833310026076,0.2212313433761081,0.08875862066861,0.5409605432056345,0.6259589740217426,0.333518398472039,0.1733729680585916,0.223576333316967,0.0910787825037536,3.4547698658303685,1.0488542799091294,2.5474229797131795,69.05812575336377,64.6572135623023,73.38718911003308,0.33521882597824604,0.3756998485526213,0.23417203580332135,0.25395484193790796,0.3026547042943019,0.1597879254725025,-93.35126446295737,-68.0409741848601,-157.10931719324472,38.032666117976035,39.980116246472825,29.787370988784147,-46.47891466683758,-35.36974142304432,-75.4392418079559,53.05483086936111,51.649434411049874,52.09022164757769
M15637,191,1167.67,['difference'],1,stationary,0.0305554354886978,0.0345523428979137,0.0151047950843166,0.0199680052175284,0.0230894513293532,0.0099519387885999,0.0233732978548527,0.0334464079615379,0.0117351544827341,-30.727960078401797,-3.3065880726192627,-28.71407109757421,-53.021972679952725,-49.64557799599127,-51.777411469003134,0.07356511837715865,0.08485995230049917,0.035208759648720056,0.10914012457715754,0.12492094278610791,0.051059960046788574,-214.7400030325,-153.71918084024117,-200.02808825842558,-268.4149597105544,-267.52693292723785,-253.78794420492454,-366.94362624783884,-273.495841256742,-335.1025810688129,-446.5750002977348,-441.0303649238221,-413.0654551983233
M15779,331,6750.726,['difference'],1,stationary,0.0257856656468111,0.0309525438756872,0.0128905129029888,0.0247628796938392,0.0294627882743829,0.0123878385287343,0.0397806627620129,0.0496045996014618,0.0202475340343748,35.1804020936671,37.60146412959855,36.33539333182848,-4.130319113194111,-5.056397199852158,-4.057805347466801,0.10535376025823594,0.11763206863968546,0.04980340370643628,0.1267206879929832,0.14464188663284933,0.058907235270136526,-164.83661393102702,-137.13943784402394,-145.97268794255965,-325.45035779682394,-299.25640283667036,-302.03465351049294,-218.54845845854163,-191.58966667394864,-190.93535622722294,-411.7364763699525,-390.9307472389216,-375.52472639595544
M15789,331,3364.113,['difference'],1,stationary,0.0785156638262787,0.0886224886753573,0.038186223021132,0.0840748914358937,0.0937520522621542,0.0407517401518024,0.0993806506727415,0.1050900924313799,0.0476320068047099,20.99501935761189,15.669986936946811,19.83074914795277,6.612232873180529,5.47141471895823,6.295478723396092,0.10449067345072617,0.1134969498023082,0.0499206529025137,0.12640545772312137,0.14334615068379428,0.059504142665397435,-5.141868908477839,-7.999666929989319,-4.8048491997979275,-24.28285266404336,-21.06076300595781,-22.499438592208854,-27.193228125837106,-36.40310648446163,-24.924702226725422,-50.348642221565434,-52.89921364383849,-46.016200642577076
M16091,335,81706.915,"['difference', 'difference']",2,stationary,0.0681599055076147,0.082453130183433,0.0338636578016278,0.0995260663507109,0.1167455487219121,0.0483735606592826,0.0884676145339652,0.0987057141000554,0.0444124514336234,22.95496395299982,16.465697112679376,23.75188329282228,31.515523513777605,29.37364114854915,29.99552371150592,0.2130999908699297,0.25994945176791134,0.09541658082515811,0.22249617673167246,0.25946385342666817,0.09974824943888849,-140.87909682261707,-163.35805797869756,-114.84195928198852,-114.11475273121508,-122.66326606345474,-97.24944685635467,-151.5001426270513,-162.86609219366616,-124.59523448726348,-123.55568233515662,-122.24732014812064,-106.20406701392449
M16105,335,411.677,['difference'],1,stationary,0.0217440535719871,0.0241179878707523,0.0108449629773249,0.0221657937893456,0.025098476848655,0.0110528673397169,0.0399407501454795,0.0450023040092065,0.019607602064392,45.5592258713545,46.40721535986622,44.69000879500879,1.902662369624472,3.906567652750688,1.8809993461603012,0.010497733587536,0.01174366734234029,0.005252641856346537,0.010764883100592757,0.0116140317071423,0.005409378868621716,73.71673403904725,73.9042975667695,73.21119717190969,52.63993842358161,53.20964131347428,52.47711118840702,73.04786950324434,74.19236200714008,72.41182858129648,51.43470519081027,53.72614929114838,51.059044659082396
M16125,335,6658.39,['difference'],1,stationary,0.0857926382346682,0.1014032949516034,0.0422257470403408,0.0792548712569985,0.0952598828551402,0.0391294415292113,0.1141476962167432,0.1327617873944121,0.0583735454162704,24.84067477650578,23.62011920617493,27.66287067331148,-8.249041193278629,-6.449107339136038,-7.912981607002926,0.08511186391227071,0.11019670921460006,0.04145698345550453,0.08417570004700632,0.1036777022295116,0.04175631783750043,25.437072553211554,16.99666645250499,28.97984324942293,-7.390072764461178,-15.68008054573613,-5.948313687420384,26.25720637657563,21.906970172446353,28.467052087157047,-6.208866044398877,-8.836688773984964,-6.713298748023503
M16299,335,2313.64,['difference'],1,stationary,0.0556635445017144,0.0659282996210092,0.0279454618976916,0.0532176029237156,0.0618361711511501,0.0266979028111912,0.1124666324219177,0.1276692751275937,0.0591218181106236,50.50661400361575,48.36008933620092,52.73240439696476,-4.596113773679208,-6.61769380878461,-4.6728729792867885,0.08150566308385211,0.10825331421754975,0.039391623678513364,0.0811691962517103,0.10681773999014055,0.039302183906759935,27.529026762280708,15.208013745389795,33.372103671089434,-53.15545722847727,-75.06471083557106,-47.545760268485296,27.828197124988424,16.33246144510022,33.52338415367892,-52.52320997633381,-72.74313399683031,-47.21075353636124
M16381,335,15847.437,['detrend'],1,stationary,0.343080530414307,0.4001449236526224,0.1591377983963866,0.4798195770605119,0.5299928306834376,0.2062033391481662,0.2573370042762579,0.3305722313338352,0.1264952307216411,-33.31954779655443,-21.04613930760802,-25.80537423310216,28.49801324987625,24.499936511098348,22.82481988226241,1.216707291282967,1.4094584697563768,0.3636101502135922,1.0391048991446217,1.1872498392684998,0.3359518336341229,-372.80696948535257,-326.3692882095127,-187.44969129605687,-153.57600011587758,-165.9391576936708,-76.33572361906434,-303.7914803846538,-259.14990030409757,-165.58458506107732,-116.56158873517077,-124.01243385453245,-62.922596220775404
M16482,335,4670.721,['difference'],1,stationary,0.1378689586572965,0.2167589272729912,0.0667639492287583,0.1494333927157561,0.2281183011620197,0.0733263125961276,0.1508530037608867,0.215629295477315,0.0739272455299318,8.60708423424627,-0.5238767734113627,9.689656702106053,7.738855317604131,4.979597792533378,8.949534123601657,0.1449919659877765,0.22678252841930854,0.07093879690393733,0.12606971442641413,0.20207499701924736,0.060541298127012394,3.8852642154878025,-5.17241078829519,4.04241846774137,2.9721782041232427,0.5855614108586714,3.2560149387852295,16.428767552919226,6.2859262365366275,18.106920265952116,15.634844304032539,11.416578157083169,17.43577989463824
M16648,87,11288.53,"['detrend', 'detrend']",2,max_diff_reached,0.1933772998571612,0.2183648147744733,0.0925855049547445,0.3267074413863404,0.3531835708147378,0.1457005194518149,0.166992298108506,0.2000509458551821,0.0824660889881601,-15.80013093269191,-9.154602514375869,-12.271002651813976,40.81025548833848,38.17243133061351,36.45492459252092,0.22979562873686993,0.2644927406582801,0.10518801387744182,0.18973565934575112,0.23625865671154064,0.10304278655839877,-37.60851927886904,-32.21269188586979,-27.553052616020114,29.663178848402666,25.111822147293594,27.805326794164998,-13.619407298932588,-18.099245020600648,-24.951707814339205,41.924904268898004,33.10598899984791,29.277680720639847
M16875,87,6588.118,"['detrend', 'detrend']",2,max_diff_reached,0.2542059235908607,0.2777153237559085,0.1250014646296325,0.1911828895678743,0.2290677631581312,0.0950725472616248,0.2372326494980358,0.3259177831900455,0.1250452197522067,-7.154695666359147,14.789760461161984,0.0349914396254876,-32.964787887365745,-21.23719196759897,-31.480083609885806,0.5559088401474367,0.6318072515563525,0.40155171229431175,0.39262330859886513,0.4582622966348691,0.24093846048200696,-134.33066288459565,-93.85479533282792,-221.12520021959932,-190.77332255200398,-175.8167464708686,-322.36347280072783,-65.50137994480221,-40.60671748238186,-92.68106446568507,-105.36529680365297,-100.05534184158387,-153.4259020314055
M16921,87,1120.395,['difference'],1,stationary,0.0322742505819055,0.0471480091401538,0.0157618136420242,0.0628190195465473,0.086354856884434,0.0315150946509032,0.0915204575356096,0.1103785657890488,0.0471106972485952,64.73547942070984,57.28517687912223,66.54302618606589,48.62344109336002,45.4020180900183,49.98646262491072,0.03141124354218724,0.05052689120385914,0.015236721970457731,0.030796572172444015,0.04911529608429153,0.014938636914265299,65.67844568525516,54.22400097096373,67.65761735587118,49.997240057348705,41.48923056930348,51.65262189678666,66.35006751308973,55.502868031317995,68.29035062793353,50.97571978240677,43.123875302091015,52.59847041634327
M17027,335,29370.834,['detrend'],1,stationary,0.4492673107302027,0.581828941356859,0.2167394573884452,0.4459955914768552,0.5758038251970643,0.2158241568724819,0.4559555882112825,0.5450767748531877,0.2210930504003619,1.4668703825558915,-6.742566955557814,1.9691225047703416,-0.7335765904128451,-1.046383489677701,-0.4240954901559413,0.7017567256639468,0.8508549856217054,0.28533699295525783,0.6735764315276361,0.8163585408452464,0.27881605515561464,-53.90900864203554,-56.098191094433744,-29.057422853663233,-57.34611262415679,-47.768206529455924,-32.20808879325175,-47.72851763262338,-49.76945973622273,-26.10801409213279,-51.027598568222885,-41.77719999790799,-29.186676410996487
