unique_id,size,complexity,transformations,n_transformations,final_status,nmae_AutoARIMA,nrmse_AutoARIMA,smape_AutoARIMA,nmae_naive,nrmse_naive,smape_naive,nmae_seasonal_naive,nrmse_seasonal_naive,smape_seasonal_naive,%nmae_arima_vs_snaive,%nrmse_arima_vs_snaive,%smape_arima_vs_snaive,%nmae_arima_vs_naive,%nrmse_arima_vs_naive,%smape_arima_vs_naive
M1155,324,296.479,"['detrend', 'detrend']",2,max_diff_reached,0.006774312553398787,0.00792200967588317,0.003379143720477167,0.007275287491199249,0.008389844135986613,0.003646542653004972,0.03050927012438395,0.03358890525757305,0.015548786194484271,77.79588785382137,76.41480240235859,78.26747581315465,6.8859813224766695,5.576199659022962,7.332944050646228
M1446,936,645.802,['difference'],1,stationary,0.003709015641194539,0.004569099837243879,0.001860106447120927,0.011199769374118408,0.012834176050301599,0.00561059046678487,0.0211146231223038,0.022289025556652835,0.010659958840361389,82.43390081030321,79.50067477992508,82.55052880618939,66.88310698820533,64.39896243174485,66.84651182201051
M1468,324,1928.061,"['detrend', 'detrend']",2,max_diff_reached,0.041603869638728724,0.047413864675878964,0.020994755899443704,0.07389561990301102,0.0876582960034647,0.03671911933967612,0.02114422042381999,0.027841160245081917,0.010314671602532612,-96.76237196174868,-70.30132458023019,-103.5426498143553,43.69913982271974,45.91057910365389,42.82336756165545
M1537,324,11977.162,"['difference', 'difference']",2,stationary,0.07044206376995546,0.0921512255877784,0.036114488697424146,0.0808038808038808,0.12933598758326562,0.04145421547119805,0.03853083853083853,0.04388615318738882,0.019151130687277956,-82.81996046770814,-109.9779062300204,-88.5762740965206,12.823415077147745,28.750514601783145,12.881022383559248
M1619,324,4523.339,"['difference', 'detrend']",2,max_diff_reached,0.00943596814422021,0.014619984948979842,0.004821999577539204,0.044521700123359875,0.048837718456765426,0.02249928024789094,0.025008410900527085,0.025940504465001103,0.01263134229165576,62.26882155066744,43.6403213796204,61.82512146215365,78.80591235717593,70.0641524400398,78.56820518518047
M1757,300,887.158,"['detrend', 'detrend']",2,max_diff_reached,0.003908218709086036,0.004536650299558487,0.0019500230297235502,0.01524731426727178,0.01849955332790298,0.007634853972107521,0.028483325479116927,0.03071184691951471,0.014429803621889578,86.27892409560317,85.22833774390872,86.48614298003734,74.36782215819483,75.47697385365608,74.45893481594295
M1827,324,1815.874,['detrend'],1,stationary,0.032898404269902225,0.03799777513656418,0.016609841150326928,0.06322930800542742,0.08908475489485478,0.03221452275459945,0.013297150610583446,0.0151433448339796,0.006772122020391489,-147.40942802977492,-150.92062257806055,-145.2678953555939,47.96969110103447,57.34648966435131,48.43989688484381
M2076,324,695.406,['difference'],1,stationary,0.008119179593050438,0.011109128178877423,0.004037028251707316,0.0034113918478739327,0.004640712225760783,0.0017054440117402773,0.009364820846905538,0.010377263085546054,0.004704694271119821,13.301282258557073,-7.052583010550684,14.191485799853798,-138.00196386441272,-139.38412119609998,-136.71420603176722
M2213,192,1662.769,['difference'],1,stationary,0.03857500123436764,0.047975954524665194,0.019347595988119543,0.03885882931628136,0.04829238024186987,0.019486852260923955,0.044515494343334974,0.0553123408184692,0.022157216041826956,13.344776232630483,13.263561413684247,12.680383891205437,0.7304082158615065,0.6552290767609115,0.7146165575630482
M2337,324,3018.526,"['detrend', 'detrend']",2,max_diff_reached,0.03014904793741753,0.03438036418232862,0.015235334196910453,0.09408899712198363,0.10902304731701579,0.04826650176353157,0.013283152534868278,0.015318878806292844,0.006683083684182932,-126.97208255552495,-124.43133480634043,-127.96862820928617,67.95688246274942,68.46504933735905,68.43497324179039
